URL,Thông tin khác,Bộ xử lý,Đồ họa và Âm thanh,Màn hình,Kích thước & khối lượng,"Bộ nhớ RAM, Ổ cứng",Cổng kết nối & tính năng mở rộng
https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,"{'Thông tin Pin:': ['3-Cell, 39.3 Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Alder Lake - 1235U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.4 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Iris Xe Graphics'], 'Công nghệ âm thanh:': ['2 x 2W Speaker']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS']}","{'Kích thước:': ['Dài 359 mm - Rộng 241 mm - Dày 19.9 mm'], 'Khối lượng tịnh:': ['1.7 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 (Onboard)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['Không hỗ trợ nâng cấp'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe']}","{'Cổng giao tiếp:': ['Jack tai nghe 3.5 mm', '1 x USB 3.2', 'HDMI', '2 x USB 2.0', '1 x USB Type-C (chỉ hỗ trợ Power Delivery)'], 'Kết nối không dây:': ['Bluetooth 5.2', 'Wi-Fi 6 (802.11ax)'], 'Khe đọc thẻ nhớ:': ['Micro SD'], 'Webcam:': ['HD webcam'], 'Tính năng khác:': ['TPM 2.0', 'Bản lề mở 180 độ'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w?utm_flashsale=1,"{'Thông tin Pin:': ['4-cell, 56Wh'], 'Công suất bộ sạc:': ['200 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['Intel Core i5 Alder Lake - 12500H'], 'Số nhân:': ['12'], 'Số luồng:': ['16'], 'Tốc độ CPU:': ['2.5GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.5 GHz'], 'Bộ nhớ đệm:': ['18 MB']}","{'Card màn hình:': ['Card rời - NVIDIA GeForce RTX 3050, 4 GB'], 'Công nghệ âm thanh:': ['Hi-Res Audio', 'Dolby Atmos']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['144Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Chống chói Anti Glare', '250 nits']}","{'Kích thước:': ['Dài 354 mm - Rộng 251 mm - Dày 24.9 mm'], 'Khối lượng tịnh:': ['2.2 kg'], 'Chất liệu:': ['Vỏ nhựa - nắp lưng bằng kim loại']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['32 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)']}","{'Cổng giao tiếp:': ['LAN (RJ45)', 'Jack tai nghe 3.5 mm', '1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)', '2 x USB 3.2', 'HDMI', '1 x Thunderbolt 4 (hỗ trợ DisplayPort)'], 'Kết nối không dây:': ['Bluetooth 5.2', 'Wi-Fi 6 (802.11ax)'], 'Webcam:': ['HD webcam'], 'Đèn bàn phím:': ['Đèn chuyển màu RGB - 1 vùng']}"
https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,"{'Thông tin Pin:': ['4-cell, 54Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['Intel Core i7 Raptor Lake - 1355U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['Hãng không công bố'], 'Tốc độ tối đa:': ['Turbo Boost 5.0 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Iris Xe Graphics'], 'Công nghệ âm thanh:': ['Realtek High Definition Audio']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['120Hz'], 'Công nghệ màn hình:': ['Chống chói Anti Glare', 'LED Backlit', 'WVA']}","{'Kích thước:': ['Dài 358.5 mm - Rộng 235.6 mm - Dày 19 mm'], 'Khối lượng tịnh:': ['1.65 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (8 GB onboard + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['2666 MHz'], 'Hỗ trợ RAM tối đa:': ['16 GB'], 'Ổ cứng:': ['1 TB SSD M.2 PCIe']}","{'Cổng giao tiếp:': ['USB Type-C', '1 x USB 2.0', 'Jack tai nghe 3.5 mm', '1 x USB 3.2', 'HDMI'], 'Kết nối không dây:': ['Bluetooth 5.0', 'Wi-Fi 6 (802.11ax)'], 'Khe đọc thẻ nhớ:': ['SD'], 'Webcam:': ['HD webcam'], 'Đèn bàn phím:': ['Không có đèn']}"
https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,"{'Thông tin Pin:': ['3-cell, 50Wh'], 'Công suất bộ sạc:': ['90 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Raptor Lake - 13420H'], 'Số nhân:': ['8'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['2.1GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.6 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card rời - NVIDIA GeForce RTX 2050, 4 GB'], 'Công nghệ âm thanh:': ['Acer Purified Voice']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Acer ComfyView']}","{'Kích thước:': ['Dài 361 mm - Rộng 237 mm - Dày 17.9 mm'], 'Khối lượng tịnh:': ['1.7 kg'], 'Chất liệu:': ['Vỏ nhựa - nắp lưng bằng kim loại']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['32 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 1 TB)']}","{'Cổng giao tiếp:': ['LAN (RJ45)', 'Jack tai nghe 3.5 mm', '2 x USB Type-A', 'HDMI', '1 x USB Type-C (hỗ trợ USB, Thunderbolt 4)'], 'Kết nối không dây:': ['Wi-Fi 6E (802.11ax)', 'Bluetooth 5.1'], 'Webcam:': ['Full HD Webcam'], 'Tính năng khác:': ['Bảo mật vân tay'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,"{'Thông tin Pin:': ['3-cell, 50Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i3 Raptor Lake - 1315U'], 'Số nhân:': ['6'], 'Số luồng:': ['8'], 'Tốc độ CPU:': ['1.2GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.5 GHz'], 'Bộ nhớ đệm:': ['10 MB']}","{'Card màn hình:': ['Card tích hợp - Intel UHD Graphics'], 'Công nghệ âm thanh:': ['Stereo speakers']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Acer ComfyView', '250 nits']}","{'Kích thước:': ['Dài 362.9 mm - Rộng 237.5 mm - Dày 17.99 mm'], 'Khối lượng tịnh:': ['1.7 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['8 GB'], 'Loại RAM:': ['LPDDR5 (Onboard)'], 'Tốc độ Bus RAM:': ['4800 MHz'], 'Hỗ trợ RAM tối đa:': ['Không hỗ trợ nâng cấp'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)']}","{'Cổng giao tiếp:': ['Jack tai nghe 3.5 mm', '2 x USB 3.2', 'HDMI'], 'Kết nối không dây:': ['Wi-Fi 6E (802.11ax)', 'Bluetooth 5.1'], 'Webcam:': ['HD webcam'], 'Tản nhiệt:': ['1 x Quạt'], 'Đèn bàn phím:': ['Không có đèn']}"
https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w?utm_flashsale=1,"{'Thông tin Pin:': ['3-cell, 48Wh'], 'Công suất bộ sạc:': ['150 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['AMD Ryzen 5 - 7535HS'], 'Số nhân:': ['6'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['3.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.55 GHz'], 'Bộ nhớ đệm:': ['16 MB']}","{'Card màn hình:': ['Card rời - NVIDIA GeForce RTX 2050, 4 GB'], 'Công nghệ âm thanh:': ['Hi-Res Audio', 'DTS Audio']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['144Hz'], 'Độ phủ màu:': ['62.5% sRGB', '47.34% Adobe RGB', '45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Chống chói Anti Glare', 'Adaptive-Sync', '250 nits']}","{'Kích thước:': ['Dài 359 mm - Rộng 256 mm - Dày 24.5 mm'], 'Khối lượng tịnh:': ['2.3 kg'], 'Chất liệu:': ['Vỏ nhựa - nắp lưng bằng kim loại']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['4800 MHz'], 'Hỗ trợ RAM tối đa:': ['32 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)']}","{'Cổng giao tiếp:': ['LAN (RJ45)', 'Jack tai nghe 3.5 mm', '3 x USB 3.2', 'HDMI', '1 x USB Type-C (hỗ trợ DisplayPort)'], 'Kết nối không dây:': ['Wi-Fi 6 (802.11ax)', 'Bluetooth 5.3'], 'Webcam:': ['HD webcam'], 'Tản nhiệt:': ['Quạt Arc Flow 84 cánh'], 'Tính năng khác:': ['NVIDIA Optimus'], 'Đèn bàn phím:': ['Đèn chuyển màu RGB - 1 vùng']}"
https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,"{'Thông tin Pin:': ['3-cell, 52.5Wh'], 'Công suất bộ sạc:': ['150 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Alder Lake - 12450H'], 'Số nhân:': ['8'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['2GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.4 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card rời - NVIDIA GeForce RTX 2050, 4 GB'], 'Công nghệ âm thanh:': ['Audio by B&O', 'Realtek High Definition Audio', 'HP Audio Boost']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['144Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Chống chói Anti Glare', '250 nits']}","{'Kích thước:': ['Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm'], 'Khối lượng tịnh:': ['2.29 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['32 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe Gen 4.0']}","{'Cổng giao tiếp:': ['LAN (RJ45)', 'Jack tai nghe 3.5 mm', '2 x USB 3.2', 'HDMI', '1 x USB Type-C 3.2 (hỗ trợ DisplayPort)'], 'Kết nối không dây:': ['Wi-Fi 6E (802.11ax)', 'Bluetooth 5.3'], 'Khe đọc thẻ nhớ:': ['SD'], 'Webcam:': ['HD webcam'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,"{'Thông tin Pin:': ['3-cell, 43Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['Intel Core 5 Raptor Lake - 120U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.4GHz'], 'Tốc độ tối đa:': ['Turbo Boost 5.0 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Graphics'], 'Công nghệ âm thanh:': ['HP Audio Boost']}","{'Màn hình:': ['14""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['62.5% sRGB'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Độ sáng 300 nits'], 'Màn hình cảm ứng:': ['Cảm ứng']}","{'Kích thước:': ['Dài 322 mm - Rộng 210 mm - Dày 18.9 mm'], 'Khối lượng tịnh:': ['1.51 kg'], 'Chất liệu:': ['Vỏ nhựa - chiếu nghỉ tay bằng kim loại']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 (Onboard)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['Hãng không công bố'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe Gen 4.0']}","{'Cổng giao tiếp:': ['HDMI', '2 x USB Type-A', '1 x Headphone/microphone combo', '1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)'], 'Kết nối không dây:': ['Wi-Fi 6E (802.11ax)', 'Bluetooth 5.3'], 'Khe đọc thẻ nhớ:': ['Micro SD'], 'Webcam:': ['HP TrueVision 5 MP'], 'Tính năng khác:': ['Màn hình gập 360 độ', 'Bảo mật vân tay', 'Công tắc khóa camera'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn,"{'Thông tin Pin:': ['57Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['Intel Core 5 Raptor Lake - 120U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.4GHz'], 'Tốc độ tối đa:': ['Turbo Boost 5.0 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Graphics'], 'Công nghệ âm thanh:': ['Dolby Audio']}","{'Màn hình:': ['15.3""'], 'Độ phân giải:': ['WUXGA'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['100% sRGB'], 'Công nghệ màn hình:': ['Low Blue Light', 'Tấm nền IPS', 'Chống chói Anti Glare', 'Độ sáng 300 nits']}","{'Kích thước:': ['Dài 343.5 mm - Rộng 238.21 mm - Dày 17.42 mm'], 'Khối lượng tịnh:': ['1.79 kg'], 'Chất liệu:': ['Vỏ kim loại - Nhôm']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['LPDDR5X (Onboard)'], 'Tốc độ Bus RAM:': ['5200 MHz'], 'Hỗ trợ RAM tối đa:': ['Không hỗ trợ nâng cấp'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)']}","{'Cổng giao tiếp:': ['HDMI', '2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)', '1 x USB 3.2', '1 x Headphone/microphone combo', '1 x USB 3.2 (Always on)'], 'Kết nối không dây:': ['Bluetooth 5.2', 'Wi-Fi 6 (802.11ax)'], 'Khe đọc thẻ nhớ:': ['Micro SD'], 'Webcam:': ['Full HD Webcam', 'Camera IR'], 'Tính năng khác:': ['TPM 2.0', 'Độ bền chuẩn quân đội MIL STD 810H', 'Công tắc khóa camera', 'Mở khóa khuôn mặt'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,"{'Thông tin Pin:': ['3-Cell, 39.3 Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Raptor Lake - 1335U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.6 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Iris Xe Graphics'], 'Công nghệ âm thanh:': ['Hi-Res Audio']}","{'Màn hình:': ['14""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Chống chói Anti Glare']}","{'Kích thước:': ['Dài 319.9 mm - Rộng 223 mm - Dày 19.35 mm'], 'Khối lượng tịnh:': ['1.4 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 (Onboard)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['Không hỗ trợ nâng cấp'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe']}","{'Cổng giao tiếp:': ['Jack tai nghe 3.5 mm', '1 x USB 3.2', 'HDMI', '1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)', '2 x USB 2.0'], 'Kết nối không dây:': ['Bluetooth 5.2', 'Wi-Fi 6 (802.11ax)'], 'Khe đọc thẻ nhớ:': ['Micro SD'], 'Webcam:': ['HD webcam'], 'Tính năng khác:': ['Bản lề mở 180 độ'], 'Đèn bàn phím:': ['Đơn sắc - Màu trắng']}"
https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93,"{'Thông tin Pin:': ['3-cell, 41Wh'], 'Công suất bộ sạc:': ['65 W'], 'Hệ điều hành:': ['Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn'], 'Thời điểm ra mắt:': ['2024']}","{'Công nghệ CPU:': ['Intel Core i5 Raptor Lake - 1335U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.6 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Iris Xe Graphics'], 'Công nghệ âm thanh:': ['Realtek High Definition Audio']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['120Hz'], 'Công nghệ màn hình:': ['Chống chói Anti Glare', 'WVA']}","{'Kích thước:': ['Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm'], 'Khối lượng tịnh:': ['1.66 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['2666 MHz'], 'Hỗ trợ RAM tối đa:': ['16 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe']}","{'Cổng giao tiếp:': ['USB Type-C', '1 x USB 2.0', '1 x USB 3.2', 'HDMI', '1 x Headphone/microphone combo', 'LAN (RJ45)'], 'Kết nối không dây:': ['Bluetooth 5.0', 'Wi-Fi 802.11 a/b/g/n/ac'], 'Khe đọc thẻ nhớ:': ['SD'], 'Webcam:': ['HD webcam'], 'Đèn bàn phím:': ['Không có đèn']}"
https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w?utm_flashsale=1,"{'Thông tin Pin:': ['3-cell, 42Wh'], 'Công suất bộ sạc:': ['45 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Alder Lake - 1235U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.4 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel Iris Xe Graphics'], 'Công nghệ âm thanh:': ['SonicMaster audio']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Chống chói Anti Glare', 'LED Backlit']}","{'Kích thước:': ['Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm'], 'Khối lượng tịnh:': ['1.7 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (8 GB onboard + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['16 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe']}","{'Cổng giao tiếp:': ['USB Type-C', '1 x USB 2.0', 'Jack tai nghe 3.5 mm', '2 x USB 3.2', 'HDMI'], 'Kết nối không dây:': ['Wi-Fi 6E (802.11ax)', 'Bluetooth 5.3'], 'Webcam:': ['HD webcam'], 'Tính năng khác:': ['Độ bền chuẩn quân đội MIL STD 810H', 'Bản lề mở 180 độ', 'Bảo mật vân tay', 'Công tắc khóa camera'], 'Đèn bàn phím:': ['Không có đèn']}"
https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,"{'Thông tin Pin:': ['3-cell, 41Wh'], 'Công suất bộ sạc:': ['45 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2023']}","{'Công nghệ CPU:': ['Intel Core i5 Raptor Lake - 1335U'], 'Số nhân:': ['10'], 'Số luồng:': ['12'], 'Tốc độ CPU:': ['1.3GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.6 GHz'], 'Bộ nhớ đệm:': ['12 MB']}","{'Card màn hình:': ['Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)'], 'Công nghệ âm thanh:': ['Realtek High Definition Audio']}","{'Màn hình:': ['14""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['60Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['Tấm nền IPS', 'Chống chói Anti Glare', '250 nits']}","{'Kích thước:': ['Dài 324 mm - Rộng 215 mm - Dày 17.9 mm'], 'Khối lượng tịnh:': ['1.36 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 16 GB + 1 khe rời)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['64 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe']}","{'Cổng giao tiếp:': ['USB Type-C', 'Jack tai nghe 3.5 mm', '2 x USB 3.2', 'HDMI'], 'Kết nối không dây:': ['Wi-Fi 6 (802.11ax)', 'Bluetooth 5.3'], 'Webcam:': ['HD webcam'], 'Tính năng khác:': ['Công tắc khóa camera'], 'Đèn bàn phím:': ['Không có đèn']}"
https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g,"{'Thông tin Pin:': ['4-cell, 57.5Wh'], 'Công suất bộ sạc:': ['180 W'], 'Hệ điều hành:': ['Windows 11 Home SL'], 'Thời điểm ra mắt:': ['2022']}","{'Công nghệ CPU:': ['Intel Core i7 Alder Lake - 12700H'], 'Số nhân:': ['14'], 'Số luồng:': ['20'], 'Tốc độ CPU:': ['2.30 GHz'], 'Tốc độ tối đa:': ['Turbo Boost 4.7 GHz'], 'Bộ nhớ đệm:': ['24 MB']}","{'Card màn hình:': ['Card rời - NVIDIA GeForce RTX 3050Ti, 4 GB'], 'Công nghệ âm thanh:': ['Acer Purified Voice', 'Acer TrueHarmony', 'DTS:X ULTRA']}","{'Màn hình:': ['15.6""'], 'Độ phân giải:': ['Full HD (1920 x 1080)'], 'Tần số quét:': ['144Hz'], 'Độ phủ màu:': ['45% NTSC'], 'Công nghệ màn hình:': ['LED Backlit', 'Acer ComfyView', '250 nits']}","{'Kích thước:': ['Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm'], 'Khối lượng tịnh:': ['2.5 kg'], 'Chất liệu:': ['Vỏ nhựa']}","{'RAM:': ['16 GB'], 'Loại RAM:': ['DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)'], 'Tốc độ Bus RAM:': ['3200 MHz'], 'Hỗ trợ RAM tối đa:': ['32 GB'], 'Ổ cứng:': ['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)', 'Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng']}","{'Cổng giao tiếp:': ['LAN (RJ45)', 'Jack tai nghe 3.5 mm', '3 x USB 3.2', 'HDMI', '1 x USB Type-C (hỗ trợ cổng Thunderbolt 4)'], 'Kết nối không dây:': ['Wi-Fi 6 (802.11ax)', 'Bluetooth 5'], 'Webcam:': ['HD webcam'], 'Tính năng khác:': ['MUX Switch'], 'Đèn bàn phím:': ['Đèn chuyển màu RGB - 4 vùng']}"
