Name,Price,Warranty,Status,CPU,RAM,Ổ cứng,Card VGA,Mux Switch,Màn hình,Webcam,Cổng kết nối,Trọng lượng,Pin,Hệ điều hành,Camera,MUX Swìtch,Kết nối,Cổng,Cổng Kết Nối,Cổng kết nôi,MUX Switch,Cổng giao tiếp,Mux switch,Cổng kết Nối,VGA,GPU,Mux,Kết Nối,MUXSwìtch,MUX,Mux swtich,áŧ cáŧĐng,Cáŧng Kášŋt Náŧi,Tráŧng lÆ°áŧĢng,Háŧ Äiáŧu hành,·ªî c·ª©ng,C·ªïng k·∫øt n·ªëi,Tr·ªçng l∆∞·ª£ng,H·ªá ƒëi·ªÅu hành,Cáŧng kášŋt náŧi,Ổ Cứng,Max-Q,MUXSwitch,,Đi Kèm
Lenovo Legion 5 15ACH6A,17.990.000đ,12,Liên hệ,"AMD Ryzen 7-5800H (3.20GHz upto 4.40GHz, 8 cores 16 threads, 16MB Caches)","16GB SO-DIMM DDR4-3200Mhz (2 x 8GB, 2 slots, up to 32GB)",1TB SSD PCIe NVMe 2280 (Up to two drives SSD (• M.2 2242 SSD up to 512GB • M.2 2280 SSD up to 1TB)),RX 6600M,,"15.6 FHD (1920x1080) IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby® Vision™, Free-Sync",HD Webcam 720p HD,,2.3 kg,4 Cells,Windows bản quyền,,,"• 1x power connector• 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort™ 1.4)• 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)• 1x HDMI® 2.1• 1x headphone / microphone combo jack (3.5mm)• 4x USB 3.2 Gen 1 (one Always On)• 1x Ethernet (RJ-45)",,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
HP Omen 15 en1570wm,17.990.000đ,12,Liên hệ,AMD Ryzen 7 - 5800H,16GB DDR4 Bus 3200MHz,SSD 1TB NVMe,NVIDIA GTX 3070 8GB,,15.6 inch FHD IPS 144Hz,,,2.36 kg,6 Cells 70.9Wh,Windows bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Omen 15 en1570wm,17.990.000đ,12,Liên hệ,AMD Ryzen 7 - 5800H,16GB DDR4 Bus 3200MHz,SSD 1TB NVMe,NVIDIA GTX 3070 8GB,,15.6 inch FHD IPS 144Hz,,,2.36 kg,6 Cells 70.9Wh,Windows bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Legion 5 Gen 6,17.990.000đ,12,Còn hàng,Ryzen 7-5800H,16GB DDR4 Bus 3200Mhz,SSD 512GB NVMe+ 1 khe SSD NVMe,NVIDIA RTX 3070,Có,17.3 inch FHD IPS 144Hz,HD Webcam,,2.98 kg,4 Cells,Windows bản quyền,,,"USB 3.0 typeA,USB Type-C, HDMI, LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Legion 5 Gen 6,17.990.000đ,12,Còn hàng,Ryzen 7-5800H,16GB DDR4 Bus 3200Mhz,SSD 512GB NVMe+ 1 khe SSD NVMe,NVIDIA RTX 3070,Có,17.3 inch FHD IPS 144Hz,HD Webcam,,2.98 kg,4 Cells,Windows bản quyền,,,"USB 3.0 typeA,USB Type-C, HDMI, LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Gen 6,17.990.000đ,12,Liên hệ,"AMD Ryzen™ 7 5800H (3.20GHz up to 4.40GHz, 16MB Cache)",16GB DDR4 3200MHz,1TB SSD M.2 2280 NVMe,NVIDIA GeForce RTX 3070,,"15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, Free-Sync,",720p with E-camera Shutter,,2.4 kg,4 Cells,Windows 10 bản quyền,,,"4 x USB 3.2 Gen 1 (one Always On)1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4)1 x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)1 x Ethernet (RJ-45)1 x HDMI 2.11 x headphone / microphone combo jack (3.5mm)",,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Gen 6,17.990.000đ,12,Liên hệ,"AMD Ryzen™ 7 5800H (3.20GHz up to 4.40GHz, 16MB Cache)",16GB DDR4 3200MHz,1TB SSD M.2 2280 NVMe,NVIDIA GeForce RTX 3070,,"15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, Free-Sync,",720p with E-camera Shutter,,2.4 kg,4 Cells,Windows 10 bản quyền,,,"4 x USB 3.2 Gen 1 (one Always On)1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4)1 x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)1 x Ethernet (RJ-45)1 x HDMI 2.11 x headphone / microphone combo jack (3.5mm)",,,,Có,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Ideapad Gaming 3 15IAH7 82S90086VN,17.990.000đ,24,Liên hệ,"Intel Core i5-12500H (4 nhân hiệu năng cao, 8 nhân tiết kiệm điện)",2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe; 1 slot M.2 2280 SSD,Geforce RTX 3050Ti 4GB GDDR6,Không,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",,2x USB 3.2 Gen 11x HDMI 2.01x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm) 1x Power connector1x Thunderbolt 4 / USB4 40Gbps,~2.315 kg,Integrated 60Wh,Window 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Ideapad Gaming 3 15IAH7 82S90086VN,17.990.000đ,24,Liên hệ,"Intel Core i5-12500H (4 nhân hiệu năng cao, 8 nhân tiết kiệm điện)",2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe; 1 slot M.2 2280 SSD,Geforce RTX 3050Ti 4GB GDDR6,Không,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",,2x USB 3.2 Gen 11x HDMI 2.01x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm) 1x Power connector1x Thunderbolt 4 / USB4 40Gbps,~2.315 kg,Integrated 60Wh,Window 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-1250U (12MB Cache, up to 4.7 GHz, 10 cores)","16GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-1250U (12MB Cache, up to 4.7 GHz, 10 cores)","16GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-1230U (12MB Cache, up to 4.4 GHz, 10 cores)","16GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,~1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-1230U (12MB Cache, up to 4.4 GHz, 10 cores)","16GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,~1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-1230U (12MB Cache, up to 4.4 GHz, 10 cores)","8GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,~1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 9315 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-1230U (12MB Cache, up to 4.4 GHz, 10 cores)","8GB, LPDDR5, 5200 MHz, integrated, dual channel",512GB PCIe NVMe x2 Solid State Drive Onboard,Intel® Iris® Xe Graphics,,13.4 FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display,"720p at 30 fps HD RGB camera, 400p at 30 fps IR camera",,~1.17 kg,3 Cells,Windows 11,,,1x 4-in-1 SD Card Reader2x Thunderbolt™ 4 (USB Type-C™) with DisplayPort and Power Delivery2x Display Port over USB Type-C™,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Precision 7560,17.990.000đ,12,Liên hệ,Intel® Core™ i7-11850H,32GB DDR4 Bus 3200MHz,SSD 512GB,NVIDIA RTX A2000 4GB,,15.6 inch FHD IPS 500nits,,,2.45 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Precision 7560,17.990.000đ,12,Liên hệ,Intel® Core™ i7-11850H,32GB DDR4 Bus 3200MHz,SSD 512GB,NVIDIA RTX A2000 4GB,,15.6 inch FHD IPS 500nits,,,2.45 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gaming HP Victus 2022 15-fa0031dx,17.990.000đ,12,Liên hệ,"Core i5 12450H (8 Core, 12 Threards, 12MB Cache, 3.30 GHz up to 4.40 GHz)",8GB DDR4 Bus 3200Mhz + 8GB tặng kèm,SSD 512GB M.2 2280 PCIe NVMe,NVIDIA® GeForce® GTX 1650 4GB GDDR6,Không,"15.6-inch diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, antiglare",FHD Webcam,,~2.29 kg,3 Cells,Windows 11 bản quyền,,,1 x HDMI 2.0b cổng1 USB 3.2 Gen 2 Type-C Display port2 x USB 3.2 Gen 1 (1 always on)(1) RJ-45 Ethernet1 Headphone-out/microphone-in combo jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gaming HP Victus 2022 15-fa0031dx,17.990.000đ,12,Liên hệ,"Core i5 12450H (8 Core, 12 Threards, 12MB Cache, 3.30 GHz up to 4.40 GHz)",8GB DDR4 Bus 3200Mhz + 8GB tặng kèm,SSD 512GB M.2 2280 PCIe NVMe,NVIDIA® GeForce® GTX 1650 4GB GDDR6,Không,"15.6-inch diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, antiglare",FHD Webcam,,~2.29 kg,3 Cells,Windows 11 bản quyền,,,1 x HDMI 2.0b cổng1 USB 3.2 Gen 2 Type-C Display port2 x USB 3.2 Gen 1 (1 always on)(1) RJ-45 Ethernet1 Headphone-out/microphone-in combo jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy 13-ba1010nr,17.990.000đ,12,Liên hệ,Intel® Core™ i7-1165G7,8 GB DDR4-2666 SDRAM (onboard),256 GB PCIe® NVMe™ M.2 SSD,Integrated Intel Iris Xe Graphics,,"13.3"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, 400 nits, 100% sRGB",720p HD,,1.3 kg,"3-cell, 51 Wh",Windows 11 bản quyền,,,"1x Thunderbolt™ 3 (40Gbps signaling rate) with SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge)1x SuperSpeed USB Type-A 5Gbps",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy 13-ba1010nr,17.990.000đ,12,Liên hệ,Intel® Core™ i7-1165G7,8 GB DDR4-2666 SDRAM (onboard),256 GB PCIe® NVMe™ M.2 SSD,Integrated Intel Iris Xe Graphics,,"13.3"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, 400 nits, 100% sRGB",720p HD,,1.3 kg,"3-cell, 51 Wh",Windows 11 bản quyền,,,"1x Thunderbolt™ 3 (40Gbps signaling rate) with SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge)1x SuperSpeed USB Type-A 5Gbps",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro 2022 R9000P,17.990.000đ,12,Liên hệ,Ryzen 7 - 6800H,16GB DDR5 bus 4800 MHz,512GB SSD PCIe Gen 4,NVIDIA GeForce RTX 3060 6GB GDDR6,,"16"" WQXGA IPS 165Hz 100% sRGB 500 nits",720p with E-camera Shutter,,~2.5 kg,4 Cell 80 WHr,Windows 11 bản quyền,,,1x USB-C 3.2 Gen 21x USB-C 3.2 Gen 2 (4x USB 3.2 Gen 11x HDMI 2.11x Ethernet1x headphone / microphone combo jack (3.5mm)1x power connector,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro 2022 R9000P,17.990.000đ,12,Liên hệ,Ryzen 7 - 6800H,16GB DDR5 bus 4800 MHz,512GB SSD PCIe Gen 4,NVIDIA GeForce RTX 3060 6GB GDDR6,,"16"" WQXGA IPS 165Hz 100% sRGB 500 nits",720p with E-camera Shutter,,~2.5 kg,4 Cell 80 WHr,Windows 11 bản quyền,,,1x USB-C 3.2 Gen 21x USB-C 3.2 Gen 2 (4x USB 3.2 Gen 11x HDMI 2.11x Ethernet1x headphone / microphone combo jack (3.5mm)1x power connector,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,
Acer Gaming Predator Helios 300 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-12700H (14 cores, 20 threads, 3.50 GHz to 4.70 GHz, 24MB cache)",16GB (8GB x 2) DDR5 4800MHz (nâng cấp tối đa 32GB),"512GB PCIe NVMe SSD (nâng cấp tối đa 2TB SSDPCIe Gen4, 16 GB/s, NVMe)",NVIDIA® GeForce RTX™ 3060 6GB GDDR6,Có,"15.6 inch QHD (2560 x1440) IPS 165Hz SlimBezel, 165Hz, Acer ComfyView LED-backlit TFT LCD",,USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)• USB 3.2 Gen 2 (up to 10 Gbps)• DisplayPort over USB-C• Thunderbolt 4• USB charging 5 V; 3 A• DC-in port 20 V; 100 W1 x USB 3.2 Gen 2 port featuring power-off USB charging1 x USB 3.2 Gen 2 port1 x USB 3.2 Gen 1 port1 x HDMI®2.1 port with HDCP support1 x Mini DisplayPort 1.41 x HDMI® port,~2.59 kg,"4-cell, 90Wh",Windows 11 bản quyền,1920 x 1080 resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Gaming Predator Helios 300 2022,17.990.000đ,12,Liên hệ,"Intel® Core™ i7-12700H (14 cores, 20 threads, 3.50 GHz to 4.70 GHz, 24MB cache)",16GB (8GB x 2) DDR5 4800MHz (nâng cấp tối đa 32GB),"512GB PCIe NVMe SSD (nâng cấp tối đa 2TB SSDPCIe Gen4, 16 GB/s, NVMe)",NVIDIA® GeForce RTX™ 3060 6GB GDDR6,Có,"15.6 inch QHD (2560 x1440) IPS 165Hz SlimBezel, 165Hz, Acer ComfyView LED-backlit TFT LCD",,USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)• USB 3.2 Gen 2 (up to 10 Gbps)• DisplayPort over USB-C• Thunderbolt 4• USB charging 5 V; 3 A• DC-in port 20 V; 100 W1 x USB 3.2 Gen 2 port featuring power-off USB charging1 x USB 3.2 Gen 2 port1 x USB 3.2 Gen 1 port1 x HDMI®2.1 port with HDCP support1 x Mini DisplayPort 1.41 x HDMI® port,~2.59 kg,"4-cell, 90Wh",Windows 11 bản quyền,1920 x 1080 resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 7420 2-in-1,17.990.000đ,12,Liên hệ,Intel® Core™ i5 - 1235U,"8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe,Intel® Iris® Xe Graphics,,14.0-inch FHD (1920 x 1080) Touch Screen,,,1.57kg,4 Cell,Windows 11 bản quyền,1080p HD,,,2 USB 3.2 Gen 2x2 Type-C® with DisplayPort™ and Power Delivery 1 USB 3.2 Gen 1 Type A port 1 headset (headphone and microphone combo) port 1 HDMI 1.4 port,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 7420 2-in-1,17.990.000đ,12,Liên hệ,Intel® Core™ i5 - 1235U,"8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe,Intel® Iris® Xe Graphics,,14.0-inch FHD (1920 x 1080) Touch Screen,,,1.57kg,4 Cell,Windows 11 bản quyền,1080p HD,,,2 USB 3.2 Gen 2x2 Type-C® with DisplayPort™ and Power Delivery 1 USB 3.2 Gen 1 Type A port 1 headset (headphone and microphone combo) port 1 HDMI 1.4 port,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro 16IAH7H,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H (14 nhân 20 luồng, upto 4.7GHz, 24MB)",16GB (2x 8GB) SO-DIMM DDR5-4800MHz,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,,Có,"16 inch WQXGA (2560x1600) IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, G-Sync, DC dimmer, Low Blue Light, High Gaming Performance",,"3x USB-A 3.2 Thế hệ 12x USB-C 3.2 Gen 21x Thunderbolt ™ 4 / USB4 ™ 40Gbps (hỗ trợ truyền dữ liệu và DisplayPort 1.4)1x HDMI 2.11x Ethernet (RJ-45)1 x Jack âm thanh (3,5 mm)1x cổng nguồn","~2,49kg",4 cell 80Wh,Windows 11 bản quyền,720p HD,,,,,,,,,,NVIDIA GeForce RTX 3060 6GB GDDR6,,,,,,,,,,,,,,,,,,,,
Lenovo Legion 5 Pro 16IAH7H,17.990.000đ,12,Liên hệ,"Intel Core i7-12700H (14 nhân 20 luồng, upto 4.7GHz, 24MB)",16GB (2x 8GB) SO-DIMM DDR5-4800MHz,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,,Có,"16 inch WQXGA (2560x1600) IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, G-Sync, DC dimmer, Low Blue Light, High Gaming Performance",,"3x USB-A 3.2 Thế hệ 12x USB-C 3.2 Gen 21x Thunderbolt ™ 4 / USB4 ™ 40Gbps (hỗ trợ truyền dữ liệu và DisplayPort 1.4)1x HDMI 2.11x Ethernet (RJ-45)1 x Jack âm thanh (3,5 mm)1x cổng nguồn","~2,49kg",4 cell 80Wh,Windows 11 bản quyền,720p HD,,,,,,,,,,NVIDIA GeForce RTX 3060 6GB GDDR6,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P IAH7 2022,17.990.000đ,12,Liên hệ,AMD Ryzen 7 - 6800H,16GB,SSD 512GB,Nvidia GeForce RTX 3060,,"15.6 FHD IPS 165Hz, 100%SRGB",,"Wi-Fi 6, Bluetooth, cổng HDMI, giắc cắm tai nghe 3,5 mm, cổng Ethernet RJ45, hai cổng USB Loại C, một cổng Thunderbolt 4.0 và ba USB 3.2 Thế hệ 1 các cổng.",~2.3 kg,80Whr,Windows 11,720p HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P IAH7 2022,17.990.000đ,12,Liên hệ,AMD Ryzen 7 - 6800H,16GB,SSD 512GB,Nvidia GeForce RTX 3060,,"15.6 FHD IPS 165Hz, 100%SRGB",,"Wi-Fi 6, Bluetooth, cổng HDMI, giắc cắm tai nghe 3,5 mm, cổng Ethernet RJ45, hai cổng USB Loại C, một cổng Thunderbolt 4.0 và ba USB 3.2 Thế hệ 1 các cổng.",~2.3 kg,80Whr,Windows 11,720p HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2022 IAH7,17.990.000đ,12,Liên hệ,Intel® Core™ i5-12500H (12 lõi với 4 lõi hiệu suất và 8 lõi hiệu quả (16 luồng)),8GB LDRR5,SSD 256GB PCIe,Nvidia GeForce RTX 3050 4GB GDDR6,,"15.6 FHD IPS 165Hz, 100%SRGB",,"Wi-Fi 6, Bluetooth, cổng HDMI, giắc cắm tai nghe 3,5 mm, cổng Ethernet RJ45, hai cổng USB Loại C, một cổng Thunderbolt 4.0 và ba USB 3.2 Thế hệ 1 các cổng.",~2.3 kg,80Whr,Windows 11,720p HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion Y7000P 2022 IAH7,17.990.000đ,12,Liên hệ,Intel® Core™ i5-12500H (12 lõi với 4 lõi hiệu suất và 8 lõi hiệu quả (16 luồng)),8GB LDRR5,SSD 256GB PCIe,Nvidia GeForce RTX 3050 4GB GDDR6,,"15.6 FHD IPS 165Hz, 100%SRGB",,"Wi-Fi 6, Bluetooth, cổng HDMI, giắc cắm tai nghe 3,5 mm, cổng Ethernet RJ45, hai cổng USB Loại C, một cổng Thunderbolt 4.0 và ba USB 3.2 Thế hệ 1 các cổng.",~2.3 kg,80Whr,Windows 11,720p HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 7425 2-in-1,17.990.000đ,12,Liên hệ,AMD Ryzen 5 5625U,8GB (1x8GB) Up to 3200MHz DDR4,512GB PCIe M.2 NVMe Class 35 Solid State Drive,AMD® Radeon™ Graphics,,14.0-inch FHD+ Touch,"30 fps FHD camera, dual-array microphones",,1.6 kg,4-Cell 54WHr,Window 11 bản quyền,,,2 USB 3.2 Gen 1 ports 1 USB 3.2 Gen 1 (Type-C™) port 1 headset (headphone and microphone combo) port 1 HDMI 1.4b port,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 7425 2-in-1,17.990.000đ,12,Liên hệ,AMD Ryzen 5 5625U,8GB (1x8GB) Up to 3200MHz DDR4,512GB PCIe M.2 NVMe Class 35 Solid State Drive,AMD® Radeon™ Graphics,,14.0-inch FHD+ Touch,"30 fps FHD camera, dual-array microphones",,1.6 kg,4-Cell 54WHr,Window 11 bản quyền,,,2 USB 3.2 Gen 1 ports 1 USB 3.2 Gen 1 (Type-C™) port 1 headset (headphone and microphone combo) port 1 HDMI 1.4b port,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 13 5310,17.990.000đ,12,Liên hệ,"CPU: i7-11390H(up to 5GHz with Turbo Boost, 4 lõi | 8 luồng)",16GB DDR4 3200MHz,1TB M.2 NVMe™ PCIe® 3.0 SSD,,Không,"13.3’ QHD+, 100% sRGB, 300 nits",,* 1 x USB-A* 2 x USB-C with Thunderbolt 4* 1 x HDMI* 1 x jack 3.5mm.* 1 cổng nguồn,"1,28 kg",54WHrs,Windows 11 bản quyền,,,,,,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 13 5310,17.990.000đ,12,Liên hệ,"CPU: i7-11390H(up to 5GHz with Turbo Boost, 4 lõi | 8 luồng)",16GB DDR4 3200MHz,1TB M.2 NVMe™ PCIe® 3.0 SSD,,Không,"13.3’ QHD+, 100% sRGB, 300 nits",,* 1 x USB-A* 2 x USB-C with Thunderbolt 4* 1 x HDMI* 1 x jack 3.5mm.* 1 cổng nguồn,"1,28 kg",54WHrs,Windows 11 bản quyền,,,,,,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 5 Pro 14ITL6,17.990.000đ,24,Liên hệ,"Intel® Core ™ i7-1165G7 (2.80GHz up to 4.60GHz, 12MB Cache)",16GB DDR4-3200Mhz,512GB SSD M.2 NVMe,NVIDIA GeForce MX450 2GB GDDR6,,"14.0 inch 2.2K (2240 x 1400) display, 16:10 aspect ratio, IPS 60 Hz, 300-nits and 100% sRGB color coverage",Webcam HD + IR,,1.45 kg,3Cell 56.5WH,Windows 11 bản quyền,,,"2 x USB-A 3.1 gen1,2 x USB-C,1 x HDMI 1.4b1 x headphone / microphone combo jack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 5 Pro 14ITL6,17.990.000đ,24,Liên hệ,"Intel® Core ™ i7-1165G7 (2.80GHz up to 4.60GHz, 12MB Cache)",16GB DDR4-3200Mhz,512GB SSD M.2 NVMe,NVIDIA GeForce MX450 2GB GDDR6,,"14.0 inch 2.2K (2240 x 1400) display, 16:10 aspect ratio, IPS 60 Hz, 300-nits and 100% sRGB color coverage",Webcam HD + IR,,1.45 kg,3Cell 56.5WH,Windows 11 bản quyền,,,"2 x USB-A 3.1 gen1,2 x USB-C,1 x HDMI 1.4b1 x headphone / microphone combo jack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 5 Pro 14ITL6,17.990.000đ,24,Liên hệ,"Intel® Core ™ i5-1135G7 (2.40GHz up to 4.20GHz, 8MB Cache)",8GB DDR4-3200Mhz,512GB SSD M.2 NVMe,NVIDIA GeForce MX450 2GB GDDR6,,"14.0 inch 2.2K (2240 x 1400) display, 16:10 aspect ratio, IPS 60 Hz, 300-nits and 100% sRGB color coverage",Webcam HD + IR,,1.45 kg,3Cell 56.5WH,Windows 11 bản quyền,,,"2 x USB-A 3.1 gen1,2 x USB-C,1 x HDMI 1.4b1 x headphone / microphone combo jack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
