Name,Price,Warranty,Status,CPU,RAM,Ổ cứng,Card VGA,Mux Switch,Màn hình,Webcam,Cổng kết nối,Trọng lượng,Pin,Hệ điều hành,Camera,MUX Swìtch,Kết nối,Cổng,Cổng Kết Nối,Cổng kết nôi,MUX Switch,Cổng giao tiếp,Mux switch,Cổng kết Nối,VGA,GPU,Mux,Kết Nối,MUXSwìtch,MUX,Mux swtich,áŧ cáŧĐng,Cáŧng Kášŋt Náŧi,Tráŧng lÆ°áŧĢng,Háŧ Äiáŧu hành,·ªî c·ª©ng,C·ªïng k·∫øt n·ªëi,Tr·ªçng l∆∞·ª£ng,H·ªá ƒëi·ªÅu hành,Cáŧng kášŋt náŧi,Ổ Cứng,Max-Q,MUXSwitch,,Đi Kèm
Dell XPS 17 9710,17.990.000đ,12,Còn hàng,Intel® Core™ i7-11800H,32GB DDR4 3200MHz,1TB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 3060 6GB GDDR6,,"17.0"" UHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9710,17.990.000đ,12,Còn hàng,Intel® Core™ i7-11800H,16GB DDR4 3200MHz,1TB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 3050 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9710,17.990.000đ,12,Còn hàng,Intel® Core™ i7-11800H,16GB DDR4 3200MHz,1TB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 3050 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9710,17.990.000đ,12,Còn hàng,Intel® Core™ i7-11800H,16GB DDR4 3200MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 3050 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9710,17.990.000đ,12,Còn hàng,Intel® Core™ i7-11800H,16GB DDR4 3200MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 3050 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9700,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10875H,16GB DDR4 3200MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 2060 6GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9700,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10875H,16GB DDR4 3200MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® RTX 2060 6GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 9510,17.990.000đ,12,Còn hàng,Intel® Core™ i9-11900H,16GB DDR4 Bus 3200,SSD 1TB NVMe,NVIDIA RTX 3050Ti 4GB,,15.6 inch 3.5K OLED,,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 9510,17.990.000đ,12,Còn hàng,Intel® Core™ i9-11900H,16GB DDR4 Bus 3200,SSD 1TB NVMe,NVIDIA RTX 3050Ti 4GB,,15.6 inch 3.5K OLED,,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 9500,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4 Bus 3200,SSD 512GB NVMe,NVIDIA GTX 1650Ti 4GB,,15.6 inch 4K UHD+ IPS,,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 9500,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4 Bus 3200,SSD 512GB NVMe,NVIDIA GTX 1650Ti 4GB,,15.6 inch 4K UHD+ IPS,,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15 - DW3025CL,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1135G7,12GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Integrated,,"15.6"" diagonal, HD (1366 x 768), micro-edge, BrightView, 250 nits, 45% NTSC",,,1.75 kg,3 Cells 41Whrs,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15 - DW3025CL,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1135G7,12GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Integrated,,"15.6"" diagonal, HD (1366 x 768), micro-edge, BrightView, 250 nits, 45% NTSC",,,1.75 kg,3 Cells 41Whrs,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15 3511,17.990.000đ,12,Liên hệ,Intel i5-1035G1,8GB,256GB M.2 NVMe (Nâng cấp tối đa 2TB),Intel UHD Graphics,,"15.6"" FHD (1920 x 1080), WVA, 66% sRGB, 250 nits,",,,1.6 kg,3Cell- 42Wh,Window 10 bản quyền,HD 720p,,"1 x USB-A 3.2 Gen 1, 2 x USB-A 2.0, 1 x SD, 1 x HDMI, 1 x RJ-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15 3511,17.990.000đ,12,Liên hệ,Intel i5-1035G1,8GB,256GB M.2 NVMe (Nâng cấp tối đa 2TB),Intel UHD Graphics,,"15.6"" FHD (1920 x 1080), WVA, 66% sRGB, 250 nits,",,,1.6 kg,3Cell- 42Wh,Window 10 bản quyền,HD 720p,,"1 x USB-A 3.2 Gen 1, 2 x USB-A 2.0, 1 x SD, 1 x HDMI, 1 x RJ-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15 - dy2093dx,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1135G7,8GB DDR4 3200MHz,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics,,15.6 Inch FHD (1920 x 1080) Anti-glare 250nits,,,1.46 kg,3 Cells 41Whrs,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15 - dy2093dx,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1135G7,8GB DDR4 3200MHz,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics,,15.6 Inch FHD (1920 x 1080) Anti-glare 250nits,,,1.46 kg,3 Cells 41Whrs,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15 3511,17.990.000đ,12,Còn hàng,Intel i3-1115G4,8GB,128GB M.2 NVMe (Nâng cấp tối đa 2TB),Intel UHD Graphics,,"15.6"" FHD(1920x1080), WVA, 66% sRGB, 250 nits.",,,1.6 kg,3Cell- 42Wh,Window 10 bản quyền,HD 720p,,"1 x USB-A 3.2 Gen 1, 2 x USB-A 2.0, 1 x SD, 1 x HDMI, 1 x RJ-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15 3511,17.990.000đ,12,Còn hàng,Intel i3-1115G4,8GB,128GB M.2 NVMe (Nâng cấp tối đa 2TB),Intel UHD Graphics,,"15.6"" FHD(1920x1080), WVA, 66% sRGB, 250 nits.",,,1.6 kg,3Cell- 42Wh,Window 10 bản quyền,HD 720p,,"1 x USB-A 3.2 Gen 1, 2 x USB-A 2.0, 1 x SD, 1 x HDMI, 1 x RJ-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell XPS 15 9500 Core i9-10885H, 64GB, 2TB, GTX 1650Ti, 15.6'' 4K Touch",17.990.000đ,12,Còn hàng,Intel® Core™ i9-10885H,64 GB DDR42933MHz,2TB SSD PCIe M.2 PCIe NVMe Solid State Drive,Intel® HD Graphics + NVIDIA® GeForce® GTX 1650Ti 4GB GDDR6,,15.6 inch UHD+ (3840 x 2400) InfinityEdge Touch Anti-Reflective 500-Nit Display,,,1.83 kg,6 Cells - 86WHr,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell XPS 15 9500 Core i9-10885H, 64GB, 2TB, GTX 1650Ti, 15.6'' 4K Touch",17.990.000đ,12,Còn hàng,Intel® Core™ i9-10885H,64 GB DDR42933MHz,2TB SSD PCIe M.2 PCIe NVMe Solid State Drive,Intel® HD Graphics + NVIDIA® GeForce® GTX 1650Ti 4GB GDDR6,,15.6 inch UHD+ (3840 x 2400) InfinityEdge Touch Anti-Reflective 500-Nit Display,,,1.83 kg,6 Cells - 86WHr,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9700,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4-2933MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® GTX 1650 Ti 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 17 9700,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4-2933MHz,512GB M.2 PCIe NVMe,NVIDIA® GeForce® GTX 1650 Ti 4GB GDDR6,,"17.0"" FHD (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",720P và IR,,2.5 kg,6 Cells,Windows 10,,,4 x USB-C with Thunderbolt 31 x Jack 3.5mm1 x SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad P1 Gen 3 Core i7-10750H, 8GB, 256GB, NVIDIA® Quadro T1000 4GB Max-Q, 15.6 FHD IPS",17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,8GB DDR4 2933MHz ( up to 64Gb ),256 GB M2 PCIeUp to 2Tb,NVIDIA® Quadro T1000 4GB Max-Q,,15.6 Inch FHD IPS 300nits,,,1.8 kg,4 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad P1 Gen 3 Core i7-10750H, 8GB, 256GB, NVIDIA® Quadro T1000 4GB Max-Q, 15.6 FHD IPS",17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,8GB DDR4 2933MHz ( up to 64Gb ),256 GB M2 PCIeUp to 2Tb,NVIDIA® Quadro T1000 4GB Max-Q,,15.6 Inch FHD IPS 300nits,,,1.8 kg,4 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i5-1135G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i5-1135G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch UHD (3840 x 2400),HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch UHD (3840 x 2400),HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 512GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i5-1135G7,16GB LPDDR4,SSD 256GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i5-1135G7,16GB LPDDR4,SSD 256GB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch FHD IPS,HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 9500 2020,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4 Bus 2666,SSD 256GB NVMe,NVIDIA GTX 1650Ti 4GB,,15.6 inch FHD (1920x1080),,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 9500 2020,17.990.000đ,12,Còn hàng,Intel® Core™ i7-10750H,16GB DDR4 Bus 2666,SSD 256GB NVMe,NVIDIA GTX 1650Ti 4GB,,15.6 inch FHD (1920x1080),,,1.83 kg,6 Cells,Windows 10 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9300,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1035G1,8GB DDR4 Bus 2400MHz,SSD 256GB,intel® UHD Graphics with shared graphics memory,,13.4 Inch FHD IPS,,"HDMI, USB 2.0, USB 3.0",1.2 kg,4 Cells,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9300,17.990.000đ,12,Còn hàng,Intel® Core™ i5-1035G1,8GB DDR4 Bus 2400MHz,SSD 256GB,intel® UHD Graphics with shared graphics memory,,13.4 Inch FHD IPS,,"HDMI, USB 2.0, USB 3.0",1.2 kg,4 Cells,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Vostro 3425,17.990.000đ,12,Còn hàng,AMD Ryzen 5 5625U,8GB DDR4 3200MHz,256GB M.2 PCIe NVMe SSD,UHD,,"14 Inh Full HD (1920x1080) 60Hz, Non-Touch, AG, Wide Viewing Angle, LED-Backlit, Narrow Border",,2x USB 3.2 Gen 1 port1x USB 2.0 Type-A port1x Jack 3.5mm1x HDMI 1.4 port1x 4.5 mm x 2.9 mm DC-in port1x RJ-451x SD card,1.4 Kg,"3 Cells, 41Wh",Windows 11 Bản Quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Vostro 3425,17.990.000đ,12,Còn hàng,AMD Ryzen 5 5625U,8GB DDR4 3200MHz,256GB M.2 PCIe NVMe SSD,UHD,,"14 Inh Full HD (1920x1080) 60Hz, Non-Touch, AG, Wide Viewing Angle, LED-Backlit, Narrow Border",,2x USB 3.2 Gen 1 port1x USB 2.0 Type-A port1x Jack 3.5mm1x HDMI 1.4 port1x 4.5 mm x 2.9 mm DC-in port1x RJ-451x SD card,1.4 Kg,"3 Cells, 41Wh",Windows 11 Bản Quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 13 5310,17.990.000đ,12,Liên hệ,"CPU: i7-11390H(up to 5GHz with Turbo Boost, 4 lõi | 8 luồng)",16GB DDR4 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,,Không,"13.3’ QHD+, 100% sRGB, 300 nits",,* 1 x USB-A* 2 x USB-C with Thunderbolt 4* 1 x HDMI* 1 x jack 3.5mm.* 1 cổng nguồn,"1,28 kg",54WHrs,Windows 11 bản quyền,,,,,,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 13 5310,17.990.000đ,12,Liên hệ,"CPU: i7-11390H(up to 5GHz with Turbo Boost, 4 lõi | 8 luồng)",16GB DDR4 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,,Không,"13.3’ QHD+, 100% sRGB, 300 nits",,* 1 x USB-A* 2 x USB-C with Thunderbolt 4* 1 x HDMI* 1 x jack 3.5mm.* 1 cổng nguồn,"1,28 kg",54WHrs,Windows 11 bản quyền,,,,,,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad P16,17.990.000đ,12,Còn hàng,Intel® Core™ i5-12600HX vPro® Processor (E-cores up to 3.30 GHz P-cores up to 4.60 GHz),32GB DDR5 Bus 4800MHz,512GB M.2 PCIe NMVe SSD,NVIDIA RTX A1000 4GB (95W),Đang cập nhật...,"16.0"" WUXGA (1920 x 1200) IPS, anti-glare, 300 nits",,,~3 Kg,94Wh,Windows 11,,,,,,2x USB-A 3.2 Gen 11x USB-C 3.2 Gen 22x USB-C Thunderbolt 41x HDMI1x Headphone / microphone combo jack (3.5mm)1x Power connector,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad P16,17.990.000đ,12,Còn hàng,Intel® Core™ i5-12600HX vPro® Processor (E-cores up to 3.30 GHz P-cores up to 4.60 GHz),32GB DDR5 Bus 4800MHz,512GB M.2 PCIe NMVe SSD,NVIDIA RTX A1000 4GB (95W),Đang cập nhật...,"16.0"" WUXGA (1920 x 1200) IPS, anti-glare, 300 nits",,,~3 Kg,94Wh,Windows 11,,,,,,2x USB-A 3.2 Gen 11x USB-C 3.2 Gen 22x USB-C Thunderbolt 41x HDMI1x Headphone / microphone combo jack (3.5mm)1x Power connector,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad P16,17.990.000đ,12,Còn hàng,"Core™ i7-12850HX Processor with vPro®(E-Core Max 3.40 GHz, P-Core Max 4.80 GHz with Turbo Boost, 16 Cores, 24 Threads, 25 MB Cache)",32GB DDR5 Bus 4800MHz,512GB M.2 PCIe NMVe SSD,NVIDIA RTX A2000 8GB (95W),Đang cập nhật...,"16.0"" WUXGA (1920 x 1200) IPS, anti-glare, 300 nits",,,~3 Kg,94Wh,Windows 11,,,,,,2x USB-A 3.2 Gen 11x USB-C 3.2 Gen 22x USB-C Thunderbolt 41x HDMI1x Headphone / microphone combo jack (3.5mm)1x Power connector,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad P16,17.990.000đ,12,Còn hàng,"Core™ i7-12850HX Processor with vPro®(E-Core Max 3.40 GHz, P-Core Max 4.80 GHz with Turbo Boost, 16 Cores, 24 Threads, 25 MB Cache)",32GB DDR5 Bus 4800MHz,512GB M.2 PCIe NMVe SSD,NVIDIA RTX A2000 8GB (95W),Đang cập nhật...,"16.0"" WUXGA (1920 x 1200) IPS, anti-glare, 300 nits",,,~3 Kg,94Wh,Windows 11,,,,,,2x USB-A 3.2 Gen 11x USB-C 3.2 Gen 22x USB-C Thunderbolt 41x HDMI1x Headphone / microphone combo jack (3.5mm)1x Power connector,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 1TB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch UHD+ (3840 x 2400),HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9310,17.990.000đ,12,Còn hàng,11th Generation Intel® Core™ i7-1165G7,16GB LPDDR4,SSD 1TB PCIe NVMe Gen3 x4,Intel® Iris® Xe Graphics with shared graphics memory,,13.4 Inch UHD+ (3840 x 2400),HD webcam,,1.2 kg,4 Cells,Windows 10 bản quyền,,,2 Thunderbolt™ 3 (DisplayPort / Power Delivery (4 lanes of PCI Express Gen 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9300,17.990.000đ,12,Còn hàng,Intel® Core™ i7-1065G7,16GB DDR4,SSD 512GB,intel® UHD Graphics with shared graphics memory,,13.4 Inch 4k IPS,,"HDMI, USB 2.0, USB 3.0",1.2 kg,4 Cells,"Windows 7,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell XPS 13-9300,17.990.000đ,12,Còn hàng,Intel® Core™ i7-1065G7,16GB DDR4,SSD 512GB,intel® UHD Graphics with shared graphics memory,,13.4 Inch 4k IPS,,"HDMI, USB 2.0, USB 3.0",1.2 kg,4 Cells,"Windows 7,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 PHN16-72-91RF,17.990.000đ,12,Liên hệ,"Intel Core i9-14900HX (24 Cores/ 32 Threads, up to 5.80 GHz, 36MB",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16"" 2K (2560 x 1600), IPS 240Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen11 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Predator Helios Neo 2024 PHN16-72-91RF,17.990.000đ,12,Liên hệ,"Intel Core i9-14900HX (24 Cores/ 32 Threads, up to 5.80 GHz, 36MB",16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,NVIDIA GeForce RTX 4060 8GB 140W,Có,"16"" 2K (2560 x 1600), IPS 240Hz, sRGB 100%, 500 nits",HD Webcam,2 x USB 3.2 Gen21 x USB 3.2 Gen11 x HDMI 2.11x RJ451x Jack 3.5mm1x Cổng nguồn.,2.6 kg,"4-cell, 90 Wh",Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 2024 15IAX9,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",12GB DDR5 4800MHz (up to 32GB),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,NVIDIA® GeForce RTX™ 3050 6GB GDDR6,Có,"15.6inch FHD (1920x1080) IPS 300nits Anti-glare, 100%sRGB, 165Hz",HD Webcam,"1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector",~2.4 kg,"4-Cell, 60Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 2024 15IAX9,17.990.000đ,12,Liên hệ,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",12GB DDR5 4800MHz (up to 32GB),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,NVIDIA® GeForce RTX™ 3050 6GB GDDR6,Có,"15.6inch FHD (1920x1080) IPS 300nits Anti-glare, 100%sRGB, 165Hz",HD Webcam,"1 x USB 3.2 Gen 12 x USB 3.2 Gen 21 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)1 x HDMI®, up to 8K/60Hz1 x Ethernet (RJ-45)1 x Headphone / microphone combo jack (3.5mm)1 x Power connector",~2.4 kg,"4-Cell, 60Wh",Windows 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 14 5445 2024,17.990.000đ,12,Liên hệ,AMD Ryzen™ 7 8840HS 8-core/16-thread Processor with Radeon™ Graphics,"16GB, 2x8GB, DDR5, 5600 MT/s","512GB, M.2, PCIe NVMe, SSD",AMD Radeon™ 780M Graphics,,"14.0"" 2K+ (2240x1400), 300 nits, 100% sRGB, ComfortView Plus",HD camera,2 x cổng USB 3.2 Gen 1 (5 Gbps)1 x USB 3.2 Gen 2 (10 Gbps) Type-C ® (Hỗ trợ DisplayPort™ Alt Mode 1.4/Power Delivery)1 x Cổng tai nghe (kết hợp tai nghe/micrô)1 x HDMI Cổng 1.4,1.54 kg,"3-Cell, 41Wh",Window 11 bản quyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
